NIVEL_WPS	CODIGO_WPS	QTDE_WPS	DESCRICAO_WPS	LARG_WPS	ALT_WPS	PROF_WPS	COMP_WPS	MATERIAL_WPS	USINAGEM_1_WPS	USINAGEM_2_WPS	LARG_TOP	CATEGORIA	IMAGEN	
1		80	GEOMETRIA	1094	20	220	20				1094			
1	QT01	1	ARMARIO ALTO	1060	2150	745	2150				1060			
2	LATERAL0001505000600	1	LATERAL DIR 2_5	15	2150	730	2150	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIR2_-1-1000271.BMP	
3	15_ESCARLATE	1.57	15_ESCARLATE	730	15	0	2150	15_ESCARLATE			2150	ARAUCO		
3	ABS_ESCARLATE_22	2.15	ABS_ESCARLATE_22	2150	0	0	0	ABS_ESCARLATE_22			2150			
2	LATERAL0001505000600	1	LATERAL ESQ 2_5	15	2150	730	2150	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQ2_-1-1000274.BMP	
3	15_ESCARLATE	1.57	15_ESCARLATE	730	15	0	2150	15_ESCARLATE			2150	ARAUCO		
3	ABS_ESCARLATE_22	2.15	ABS_ESCARLATE_22	2150	0	0	0	ABS_ESCARLATE_22			2150			
2	PISO2_5042004850015	1	PISO 2_5	1030	15	730	15	15_ESCARLATE			1030		C:\Nesting\LIVING\IMG_COMP\PISO2_5-1-1000277.BMP	
3	15_ESCARLATE	0.75	15_ESCARLATE	730	15	0	1030	15_ESCARLATE			1030	ARAUCO		
3	ABS_ESCARLATE_22	1.03	ABS_ESCARLATE_22	1030	0	0	0	ABS_ESCARLATE_22			1030			
2	TETO2_5042004850015	1	TETO 2_5	1030	15	730	15	15_ESCARLATE			1030		C:\Nesting\LIVING\IMG_COMP\TETO2_5-1-1000280.BMP	
3	15_ESCARLATE	0.75	15_ESCARLATE	730	15	0	1030	15_ESCARLATE			1030	ARAUCO		
3	ABS_ESCARLATE_22	1.03	ABS_ESCARLATE_22	1030	0	0	0	ABS_ESCARLATE_22			1030			
2	FUNDO_5042000150600	1	FUNDO _5	1060	2150	15	2150	15_ESCARLATE			1060		C:\Nesting\LIVING\IMG_COMP\FUNDO_5-1-1000283.BMP	
3	15_ESCARLATE	2.28	15_ESCARLATE	1060	15	0	2150	15_ESCARLATE			2150	ARAUCO		
2	REVEST_PERFIL_VEGAS_X_ESPECIAL	6	PERFIL VEGAS HOR	1030	1	1	1				1030			
2	REVEST_PERFIL_VEGAS_Y_ESPECIAL	6	PERFIL VEGAS VER	1	1	695	1				1			
2	REVEST_VIDRO_4MM_Y_TRANSLUCIDO_CLEAR	3	VIDRO 4MM XY	1027	4	692	4				1027			
2	PARAFUSO_4x40	10	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	10	PARAFUSO ESQ 4x40	40	4	4	4				40			
2	PERFIL_3446_ESPECIAL	1	PORTA DIR LINEA 200MM PERFIL 3446	527	2184	18	2184				527			
3	PERFIL_3446_X_ESPECIAL	2	PERFIL ALUMINIO 3346 X	527	1	1	1				527			
3	PERFIL_3446_Z_ESPECIAL	2	PERFIL ALUMINIO 3346 Z	1	2184	1	2184				1			
2	REVEST_VIDRO_4MM_REFLECTA_INCOLOR	2	VIDRO 4mm	523	2180	4	2180				523			
2	NEO_PERFIL_NEO32_V_ESPECIAL	1	PERFIL NEO32 ESQ VERTICAL	11	200	35	200				11			
2	PERFIL_3446_ESPECIAL	1	PORTA ESQ LINEA 200MM PERFIL 3446	527	2184	18	2184				527			
3	PERFIL_3446_X_ESPECIAL	2	PERFIL ALUMINIO 3346 X	527	1	1	1				527			
3	PERFIL_3446_Z_ESPECIAL	2	PERFIL ALUMINIO 3346 Z	1	2184	1	2184				1			
2	BLUM_4243508_75B1550	4	DOBRADICA BLUM 107 DIR	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	4	BLUM CALCO DOBRADICA DIR RETO	8	19	44	19				8			
2	BLUM_4243508_75B1550	4	DOBRADICA BLUM 107 ESQ	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	4	BLUM CALCO DOBRADICA ESQ RETA	8	19	44	19				8			
2	124851_PERFIL_LED_COM_CAPA	1	PERFIL LED SUP COM CAPA	1030	9	24	9				1030			
1	COIL07	1	GAVETEIRO	960	150	665	150				960			
2	LATERAL001806000600	1	LATERAL DIR INF 2_4C_5	15	150	665	150	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIRIN-1-1000577.BMP	
3	15_BEIGE	0.10	15_BEIGE	665	15	0	150	15_BEIGE			150	ARAUCO		
3	ABS_ESCARLATE_22	0.82	ABS_ESCARLATE_22	815	0	0	0	ABS_ESCARLATE_22			815			
2	LATERAL001506000800	1	LATERAL ESQ INF 2_4C_5	15	150	665	150	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQIN-1-1000580.BMP	
3	15_BEIGE	0.10	15_BEIGE	665	15	0	150	15_BEIGE			150	ARAUCO		
3	ABS_ESCARLATE_22	0.82	ABS_ESCARLATE_22	815	0	0	0	ABS_ESCARLATE_22			815			
2	FUNDOIN066400150585	1	FUNDO 4C_5	930	135	15	135	15_BEIGE			930		C:\Nesting\LIVING\IMG_COMP\FUNDO4C_5-1-1000583.BMP	
3	15_BEIGE	0.13	15_BEIGE	930	15	0	135	15_BEIGE			135	ARAUCO		
2	PISOINF066406000015	1	PISO 2_4C_5	930	15	665	15	15_BEIGE			930		C:\Nesting\LIVING\IMG_COMP\PISO2_4C_5-1-1000586.BMP	
3	15_BEIGE	0.62	15_BEIGE	665	15	0	930	15_BEIGE			930	ARAUCO		
3	ABS_ESCARLATE_22	0.93	ABS_ESCARLATE_22	930	0	0	0	ABS_ESCARLATE_22			930			
2	FRONTAL062001500015	1	FRONTAL LINEA 2_4C_5	930	15	150	15	15_BEIGE			930		C:\Nesting\LIVING\IMG_COMP\FRONTALLINEA-1-1000589.BMP	
3	15_BEIGE	0.14	15_BEIGE	150	15	0	930	15_BEIGE			930	ARAUCO		
3	ABS_ESCARLATE_22	0.93	ABS_ESCARLATE_22	930	0	0	0	ABS_ESCARLATE_22			930			
2	PARAFUSO_4x40	8	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	8	PARAFUSO ESQ 4x40	40	4	4	4				40			
2	ARREMATE003500180805	2	ARREMATE FECHAMENTO _5	35	150	18	150	18_ESCARLATE			35		C:\Nesting\LIVING\IMG_COMP\ARREMATEFECH-1-1000644.BMP	
3	18_ESCARLATE	0.01	18_ESCARLATE	35	18	0	150	18_ESCARLATE			150	ARAUCO		
2	LTGVDIV001504900345	1	LTGV DIV 2_4C_5	15	95	490	95	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LTGVDIV2_4C_-1-1000656.BMP	
3	15_BEIGE	0.05	15_BEIGE	95	15	0	490	15_BEIGE			490	ARAUCO		
3	ABS_BEIGE_22	0.98	ABS_BEIGE_22	980	0	0	0	ABS_BEIGE_22			980			
2	LTGVREP001504900345	1	LTGV REP	15	95	490	95				15			
2	CFGVDIV042800150317	1	CFGV DIV 2_4C_5	888	67	15	67	15_BEIGE			888		C:\Nesting\LIVING\IMG_COMP\CFGVDIV2_4C_-1-1000662.BMP	
3	15_BEIGE	0.06	15_BEIGE	67	15	0	888	15_BEIGE			888	ARAUCO		
3	ABS_BEIGE_22	1.78	ABS_BEIGE_22	1776	0	0	0	ABS_BEIGE_22			1776			
2	CFGVREP042800150317	1	CFGV REP	888	67	15	67				888			
2	PSGV4C_042804900015	1	PSGV TT 4C_5	888	15	490	15	15_BEIGE			888		C:\Nesting\LIVING\IMG_COMP\PSGVTT4C_5-1-1000668.BMP	
3	15_BEIGE	0.44	15_BEIGE	490	15	0	888	15_BEIGE			888	ARAUCO		
2	BLUM_06252652_560H5000B	1	BLUM TT 500MM	930	95	665	95				930			
2	BLUM_02003530_T51.1700.04	1	BLUM ADAPTADOR LARANJA D	55	17	81	17				55			
2	BLUM_02003290_T51.1700.04	1	BLUM ADAPTADOR LARANJA E	55	17	81	17				55			
2	FRENTEG049600180395	1	FRENTE GAV LINEA 150MM 3_2_5	956	145	18	145	18_ESCARLATE			956		C:\Nesting\LIVING\IMG_COMP\FRENTEGAVLIN-1-1000688.BMP	
3	18_ESCARLATE	0.14	18_ESCARLATE	956	18	0	145	18_ESCARLATE			145	ARAUCO		
3	ABS_ESCARLATE_22	2.06	ABS_ESCARLATE_22	2057	0	0	0	ABS_ESCARLATE_22			2057			
3	PERFIL PRETO	0.15	PERFIL PRETO	145	0	0	0	PERFIL PRETO			145			
2	NEO_PERFIL_NEO32_PRETO	1	PERFIL NEO32 HORIZONTAL	150	11	35	11				150			
1	TA02	1	TAMPONAMENTO HORIZONTAL	1030	30	695	30				1030			
2	TAMPHOR100005000018	1	TAMP HOR FRE 2_5	1030	18	695	18	18_ESCARLATE			1030		C:\Nesting\LIVING\IMG_COMP\TAMPHORFRE2_-1-1000701.BMP	
3	18_ESCARLATE	0.72	18_ESCARLATE	695	18	0	1030	18_ESCARLATE			1030	ARAUCO		
3	ABS_ESCARLATE_22	1.03	ABS_ESCARLATE_22	1030	0	0	0	ABS_ESCARLATE_22			1030			
1	TA01	1	TAMPONAMENTO VERTICAL	18	2186	775	2186				18			
2	TAMPVER001505001000	1	TAMP VER SUP INF FRE 2_5	18	2186	775	2186	18_ESCARLATE			18		C:\Nesting\LIVING\IMG_COMP\TAMPVERSUPIN-1-1000707.BMP	
3	18_ESCARLATE	1.69	18_ESCARLATE	775	18	0	2186	18_ESCARLATE			2186	ARAUCO		
3	ABS_ESCARLATE_22	3.74	ABS_ESCARLATE_22	3735	0	0	0	ABS_ESCARLATE_22			3735			
1	PA05	1	PAINEL TETO	759	15	2707	15				759			
2	PAINELV080000151000	1	PAINEL VER DIR SUP INF 2_5	759	2707	15	2707	15_ESCARLATE			759		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1000714.BMP	
3	15_ESCARLATE	2.05	15_ESCARLATE	759	15	0	2707	15_ESCARLATE			2707	ARAUCO		
3	ABS_ESCARLATE_22	4.23	ABS_ESCARLATE_22	4225	0	0	0	ABS_ESCARLATE_22			4225			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2692	15	2692	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1000719.BMP	
3	15_SOBRA	0.19	15_SOBRA	70	15	0	2692	15_SOBRA			2692	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	2692	269	2692	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1000725.BMP	
3	15_SOBRA	0.72	15_SOBRA	269	15	0	2692	15_SOBRA			2692	ARAUCO		
2	ENGROSSO066000150070	2	ENGROSSO HOR PAINEL _4P	544	70	15	70	15_SOBRA			544		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1000739.BMP	
3	15_SOBRA	0.04	15_SOBRA	70	15	0	544	15_SOBRA			544	ARAUCO		
2	ENGROSSO080000800015	1	ENGROSSO H FECHAMENTO PAINEL _4P	544	15	269	15	15_SOBRA			544		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHFEC-1-1000745.BMP	
3	15_SOBRA	0.15	15_SOBRA	269	15	0	544	15_SOBRA			544	ARAUCO		
2	REGUAAC001800151000	1	REGUA ACABAMENTO VER _5	15	2707	269	2707	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1000748.BMP	
3	15_ESCARLATE	0.73	15_ESCARLATE	269	15	0	2707	15_ESCARLATE			2707	ARAUCO		
2	REGUAAC080000150018	1	REGUA ACABAMENTO HOR _5	714	15	269	15	15_ESCARLATE			714		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1000751.BMP	
3	15_ESCARLATE	0.19	15_ESCARLATE	269	15	0	714	15_ESCARLATE			714	ARAUCO		
1	PA05	1	PAINEL TETO	1106	15	2212	15				1106			
2	PAINELV080000151000	1	PAINEL VER ESQ SUP 2_5	1106	2212	15	2212	15_ESCARLATE			1106		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1000758.BMP	
3	15_ESCARLATE	2.45	15_ESCARLATE	1106	15	0	2212	15_ESCARLATE			2212	ARAUCO		
3	ABS_ESCARLATE_22	3.32	ABS_ESCARLATE_22	3318	0	0	0	ABS_ESCARLATE_22			3318			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2212	15	2212	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1000763.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2212	15_SOBRA			2212	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	2212	269	2212	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1000769.BMP	
3	15_SOBRA	0.60	15_SOBRA	269	15	0	2212	15_SOBRA			2212	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	2012	15	2012	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1000783.BMP	
3	15_SOBRA	0.14	15_SOBRA	70	15	0	2012	15_SOBRA			2012	ARAUCO		
2	ENGROSSO001500651000	1	ENGROSSO V FECHAMENTO PAINEL _4P	15	2012	269	2012	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1000789.BMP	
3	15_SOBRA	0.54	15_SOBRA	269	15	0	2012	15_SOBRA			2012	ARAUCO		
2	REGUAAC001800151000	1	REGUA ACABAMENTO VER _5	15	2212	269	2212	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1000792.BMP	
3	15_ESCARLATE	0.60	15_ESCARLATE	269	15	0	2212	15_ESCARLATE			2212	ARAUCO		
1	COIL01	1	BALCÃO	1198	530	600	530				1198			
2	LATERAL001806000600	1	LATERAL DIR INF 2_4C_5	15	530	600	530	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIRIN-1-1000797.BMP	
3	15_BEIGE	0.32	15_BEIGE	600	15	0	530	15_BEIGE			530	ARAUCO		
3	ABS_ESCARLATE_22	1.13	ABS_ESCARLATE_22	1130	0	0	0	ABS_ESCARLATE_22			1130			
2	LATERAL001506000800	1	LATERAL ESQ INF 2_4C_5	15	530	600	530	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQIN-1-1000800.BMP	
3	15_BEIGE	0.32	15_BEIGE	600	15	0	530	15_BEIGE			530	ARAUCO		
3	ABS_ESCARLATE_22	1.13	ABS_ESCARLATE_22	1130	0	0	0	ABS_ESCARLATE_22			1130			
2	FUNDOIN066400150585	1	FUNDO 4C_5	1168	515	15	515	15_BEIGE			1168		C:\Nesting\LIVING\IMG_COMP\FUNDO4C_5-1-1000803.BMP	
3	15_BEIGE	0.60	15_BEIGE	1168	15	0	515	15_BEIGE			515	ARAUCO		
2	PISOINF066406000015	1	PISO 2_4C_5	1168	15	600	15	15_BEIGE			1168		C:\Nesting\LIVING\IMG_COMP\PISO2_4C_5-1-1000806.BMP	
3	15_BEIGE	0.70	15_BEIGE	600	15	0	1168	15_BEIGE			1168	ARAUCO		
3	ABS_ESCARLATE_22	1.17	ABS_ESCARLATE_22	1168	0	0	0	ABS_ESCARLATE_22			1168			
2	FRONTAL062001500015	1	FRONTAL LINEA 2_4C_5	1168	15	150	15	15_BEIGE			1168		C:\Nesting\LIVING\IMG_COMP\FRONTALLINEA-1-1000809.BMP	
3	15_BEIGE	0.18	15_BEIGE	150	15	0	1168	15_BEIGE			1168	ARAUCO		
3	ABS_ESCARLATE_22	1.17	ABS_ESCARLATE_22	1168	0	0	0	ABS_ESCARLATE_22			1168			
2	PARAFUSO_4x40	8	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	8	PARAFUSO ESQ 4x40	40	4	4	4				40			
2	PRATELEI062005500770	1	PRATELEIRAS MONTADAS	1168	500	550	500				1168			
3	PRATELEI067005500025	1	PRATELEIRA 2_5	1168	25	550	25	25_BEIGE			1168		C:\Nesting\LIVING\IMG_COMP\PRATELEIRA2_-1-1000864.BMP	
4	25_BEIGE	0.64	25_BEIGE	550	25	0	1168	25_BEIGE			1168	ARAUCO		
4	ABS_BEIGE_35	1.17	ABS_BEIGE_35	1168	0	0	0	ABS_BEIGE_35			1168			
3	BIGFER_0402248015	5	SUPORTE PRATELEIRA	17	13	11	13				17			
2	PORTARI064600180795	1	PORTA DIR RIPADA 2_1_4P_5	596	558	18	558	18_ESCARLATE			596		C:\Nesting\LIVING\IMG_COMP\PORTADIRRIPA-1-1000900.BMP	
3	18_ESCARLATE	0.33	18_ESCARLATE	596	18	0	558	18_ESCARLATE			558	ARAUCO		
3	ABS_ESCARLATE_22	2.31	ABS_ESCARLATE_22	2308	0	0	0	ABS_ESCARLATE_22			2308			
3	USINAGEM_EIXO_Z	16	USINAGEM EIXO Z	1	556	1	556				1			
2	PORTAES064600180795	1	PORTA ESQ RIPADA 2_1_4P_5	596	558	18	558	18_ESCARLATE			596		C:\Nesting\LIVING\IMG_COMP\PORTAESQRIPA-1-1001017.BMP	
3	18_ESCARLATE	0.33	18_ESCARLATE	596	18	0	558	18_ESCARLATE			558	ARAUCO		
3	ABS_ESCARLATE_22	2.31	ABS_ESCARLATE_22	2308	0	0	0	ABS_ESCARLATE_22			2308			
3	USINAGEM_EIXO_Z	16	USINAGEM EIXO Z	1	556	1	556				1			
2	BLUM_4243508_75B1550	2	DOBRADICA BLUM 107 DIR	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	2	BLUM CALCO DOBRADICA DIR RETO	8	19	44	19				8			
2	BLUM_4243508_75B1550	2	DOBRADICA BLUM 107 ESQ	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	2	BLUM CALCO DOBRADICA ESQ RETA	8	19	44	19				8			
2	ARREMATE003500180805	1	ARREMATE FECHAMENTO _5	30	530	18	530	18_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\ARREMATEFECH-1-1001196.BMP	
3	18_ESCARLATE	0.02	18_ESCARLATE	30	18	0	530	18_ESCARLATE			530	ARAUCO		
2	REGUAPO005300180800	1	REGUA PORTA 2_5	30	558	18	558	18_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\REGUAPORTA2_-1-1001200.BMP	
3	18_ESCARLATE	0.02	18_ESCARLATE	30	18	0	558	18_ESCARLATE			558	ARAUCO		
3	ABS_ESCARLATE_22	0.62	ABS_ESCARLATE_22	618	0	0	0	ABS_ESCARLATE_22			618			
1	COIL01	1	BALCÃO	1198	530	600	530				1198			
2	LATERAL001806000600	1	LATERAL DIR INF 2_4C_5	15	530	600	530	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIRIN-1-1001205.BMP	
3	15_BEIGE	0.32	15_BEIGE	600	15	0	530	15_BEIGE			530	ARAUCO		
3	ABS_ESCARLATE_22	1.13	ABS_ESCARLATE_22	1130	0	0	0	ABS_ESCARLATE_22			1130			
2	LATERAL001506000800	1	LATERAL ESQ INF 2_4C_5	15	530	600	530	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQIN-1-1001208.BMP	
3	15_BEIGE	0.32	15_BEIGE	600	15	0	530	15_BEIGE			530	ARAUCO		
3	ABS_ESCARLATE_22	1.13	ABS_ESCARLATE_22	1130	0	0	0	ABS_ESCARLATE_22			1130			
2	FUNDOIN066400150585	1	FUNDO 4C_5	1168	515	15	515	15_BEIGE			1168		C:\Nesting\LIVING\IMG_COMP\FUNDO4C_5-1-1001211.BMP	
3	15_BEIGE	0.60	15_BEIGE	1168	15	0	515	15_BEIGE			515	ARAUCO		
2	PISOINF066406000015	1	PISO 2_4C_5	1168	15	600	15	15_BEIGE			1168		C:\Nesting\LIVING\IMG_COMP\PISO2_4C_5-1-1001214.BMP	
3	15_BEIGE	0.70	15_BEIGE	600	15	0	1168	15_BEIGE			1168	ARAUCO		
3	ABS_ESCARLATE_22	1.17	ABS_ESCARLATE_22	1168	0	0	0	ABS_ESCARLATE_22			1168			
2	FRONTAL062001500015	1	FRONTAL LINEA 2_4C_5	1168	15	150	15	15_BEIGE			1168		C:\Nesting\LIVING\IMG_COMP\FRONTALLINEA-1-1001217.BMP	
3	15_BEIGE	0.18	15_BEIGE	150	15	0	1168	15_BEIGE			1168	ARAUCO		
3	ABS_ESCARLATE_22	1.17	ABS_ESCARLATE_22	1168	0	0	0	ABS_ESCARLATE_22			1168			
2	PARAFUSO_4x40	8	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	8	PARAFUSO ESQ 4x40	40	4	4	4				40			
2	PRATELEI062005500770	1	PRATELEIRAS MONTADAS	1168	500	550	500				1168			
3	PRATELEI067005500025	1	PRATELEIRA 2_5	1168	25	550	25	25_BEIGE			1168		C:\Nesting\LIVING\IMG_COMP\PRATELEIRA2_-1-1001272.BMP	
4	25_BEIGE	0.64	25_BEIGE	550	25	0	1168	25_BEIGE			1168	ARAUCO		
4	ABS_BEIGE_35	1.17	ABS_BEIGE_35	1168	0	0	0	ABS_BEIGE_35			1168			
3	BIGFER_0402248015	5	SUPORTE PRATELEIRA	17	13	11	13				17			
2	PORTARI064600180795	1	PORTA DIR RIPADA 2_1_4P_5	596	558	18	558	18_ESCARLATE			596		C:\Nesting\LIVING\IMG_COMP\PORTADIRRIPA-1-1001308.BMP	
3	18_ESCARLATE	0.33	18_ESCARLATE	596	18	0	558	18_ESCARLATE			558	ARAUCO		
3	ABS_ESCARLATE_22	2.31	ABS_ESCARLATE_22	2308	0	0	0	ABS_ESCARLATE_22			2308			
3	USINAGEM_EIXO_Z	16	USINAGEM EIXO Z	1	556	1	556				1			
2	PORTAES064600180795	1	PORTA ESQ RIPADA 2_1_4P_5	596	558	18	558	18_ESCARLATE			596		C:\Nesting\LIVING\IMG_COMP\PORTAESQRIPA-1-1001425.BMP	
3	18_ESCARLATE	0.33	18_ESCARLATE	596	18	0	558	18_ESCARLATE			558	ARAUCO		
3	ABS_ESCARLATE_22	2.31	ABS_ESCARLATE_22	2308	0	0	0	ABS_ESCARLATE_22			2308			
3	USINAGEM_EIXO_Z	16	USINAGEM EIXO Z	1	556	1	556				1			
2	BLUM_4243508_75B1550	2	DOBRADICA BLUM 107 DIR	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	2	BLUM CALCO DOBRADICA DIR RETO	8	19	44	19				8			
2	BLUM_4243508_75B1550	2	DOBRADICA BLUM 107 ESQ	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	2	BLUM CALCO DOBRADICA ESQ RETA	8	19	44	19				8			
2	TAMPOFE001801500800	1	TAMPO FECHAMENTO MONTADO	18	608	784	608				18			
3	TAMPVER001505001000	1	TAMP VER SUP INF FRE 2_5	18	608	784	608	18_ESCARLATE			18		C:\Nesting\LIVING\IMG_COMP\TAMPVERSUPIN-1-1001605.BMP	
4	18_ESCARLATE	0.48	18_ESCARLATE	784	18	0	608	18_ESCARLATE			608	ARAUCO		
4	ABS_ESCARLATE_22	2.18	ABS_ESCARLATE_22	2176	0	0	0	ABS_ESCARLATE_22			2176			
1	COIL01	1	BALCÃO	1200	530	600	530				1200			
2	LATERAL001806000600	1	LATERAL DIR INF 2_4C_5	15	530	600	530	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIRIN-1-1001611.BMP	
3	15_ESCARLATE	0.32	15_ESCARLATE	600	15	0	530	15_ESCARLATE			530	ARAUCO		
3	ABS_ESCARLATE_22	1.13	ABS_ESCARLATE_22	1130	0	0	0	ABS_ESCARLATE_22			1130			
2	LATERAL001506000800	1	LATERAL ESQ INF 2_4C_5	15	530	600	530	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQIN-1-1001614.BMP	
3	15_ESCARLATE	0.32	15_ESCARLATE	600	15	0	530	15_ESCARLATE			530	ARAUCO		
3	ABS_ESCARLATE_22	1.13	ABS_ESCARLATE_22	1130	0	0	0	ABS_ESCARLATE_22			1130			
2	FUNDOIN066400150585	1	FUNDO 4C_5	1170	515	15	515	15_ESCARLATE			1170		C:\Nesting\LIVING\IMG_COMP\FUNDO4C_5-1-1001617.BMP	
3	15_ESCARLATE	0.60	15_ESCARLATE	1170	15	0	515	15_ESCARLATE			515	ARAUCO		
2	PISOINF066406000015	1	PISO 2_4C_5	1170	15	600	15	15_ESCARLATE			1170		C:\Nesting\LIVING\IMG_COMP\PISO2_4C_5-1-1001620.BMP	
3	15_ESCARLATE	0.70	15_ESCARLATE	600	15	0	1170	15_ESCARLATE			1170	ARAUCO		
3	ABS_ESCARLATE_22	1.17	ABS_ESCARLATE_22	1170	0	0	0	ABS_ESCARLATE_22			1170			
2	FRONTAL062001500015	1	FRONTAL LINEA 2_4C_5	1170	15	150	15	15_ESCARLATE			1170		C:\Nesting\LIVING\IMG_COMP\FRONTALLINEA-1-1001623.BMP	
3	15_ESCARLATE	0.18	15_ESCARLATE	150	15	0	1170	15_ESCARLATE			1170	ARAUCO		
3	ABS_ESCARLATE_22	1.17	ABS_ESCARLATE_22	1170	0	0	0	ABS_ESCARLATE_22			1170			
2	PARAFUSO_4x40	8	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	8	PARAFUSO ESQ 4x40	40	4	4	4				40			
2	PORTADI064600180795	1	PORTA DIR RIPADA VAZADA 2_1_4P_5	597	558	18	558	18_ESCARLATE			597		C:\Nesting\LIVING\IMG_COMP\PORTADIRRIPA-1-1001677.BMP	
3	18_ESCARLATE	0.33	18_ESCARLATE	597	18	0	558	18_ESCARLATE			558	ARAUCO		
3	ABS_ESCARLATE_22	2.31	ABS_ESCARLATE_22	2310	0	0	0	ABS_ESCARLATE_22			2310			
3	USINAGEM_EIXO_Z	16	USINAGEM EIXO Z	1	556	1	556				1			
2	PORTAES064600180795	1	PORTA ESQ RIPADA VAZADA 2_1_4P_5	597	558	18	558	18_ESCARLATE			597		C:\Nesting\LIVING\IMG_COMP\PORTAESQRIPA-1-1001794.BMP	
3	18_ESCARLATE	0.33	18_ESCARLATE	597	18	0	558	18_ESCARLATE			558	ARAUCO		
3	ABS_ESCARLATE_22	2.31	ABS_ESCARLATE_22	2310	0	0	0	ABS_ESCARLATE_22			2310			
3	USINAGEM_EIXO_Z	16	USINAGEM EIXO Z	1	556	1	556				1			
